X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0144115705407,38.9072450084158,23001540,2023/01/04 00:56:04+00,EVENING,GUN,ROBBERY,200 - 299 BLOCK OF N STREET NW,398750.21,137708.79,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 1,38.9072372193,-77.0144092821,,2023/01/03 20:58:00+00,,334547021,
-77.0637527779107,38.9373120768385,23001903,2023/01/04 17:33:17+00,DAY,OTHERS,THEFT F/AUTO,3000 - 3399 BLOCK OF PORTER STREET NW,394472.93,141048.32,3,3C,2,203,Cluster 15,000600 4,000600,Precinct 27,38.9373042835,-77.0637504722,,2023/01/04 16:33:00+00,,334547022,
-76.998450983368,38.8977379275623,23002255,2023/01/05 03:56:57+00,EVENING,OTHERS,ROBBERY,600 - 623 BLOCK OF 6TH STREET NE,400134.57,136653.33,6,6C,1,104,Cluster 25,008301 1,008301,Precinct 84,38.8977301398,-76.9984487005,,2023/01/05 02:58:00+00,2023/01/05 03:00:00+00,334547023,
-77.0071038514963,38.8846456709948,23003326,2023/01/07 02:36:33+00,EVENING,OTHERS,THEFT/OTHER,400 - 430 BLOCK OF NEW JERSEY AVENUE SE,399383.85,135200.01,6,6B,1,106,Cluster 26,006500 2,006500,Precinct 130,38.8846378862,-77.0071015667,CAPITOL HILL,2023/01/07 01:32:00+00,2023/01/07 02:21:00+00,334547024,
-76.9924281130695,38.922018963629,23003520,2023/01/07 16:20:52+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2400 - 2499 BLOCK OF 10TH STREET NE,400656.81,139348.75,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9220111707,-76.9924258305,,2023/01/07 02:00:00+00,2023/01/07 13:45:00+00,334547025,
-76.988873547344,38.91178269105,23004281,2023/02/21 03:33:36+00,EVENING,OTHERS,ROBBERY,900 - 1080 BLOCK OF MOUNT OLIVET ROAD NE,400965.19,138212.47,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9117749001,-76.9888712666,,2023/02/21 02:15:00+00,2023/02/21 03:33:00+00,334547026,
-77.0348786426296,38.9841548581241,23004627,2023/01/09 20:49:31+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1599 BLOCK OF JONQUIL STREET NW,396978.26,146246.95,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9841470543,-77.0348763431,,2023/01/09 19:44:00+00,2023/01/09 20:35:00+00,334547027,
-76.9722166373608,38.8540915558548,23005560,2023/01/11 11:08:28+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2300 - 2499 BLOCK OF HARTFORD STREET SE,402411.784736191,131808.620023749,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8540837761,-76.9722143649,,2023/01/11 10:27:00+00,2023/01/11 11:09:00+00,334547028,
-76.9943863175565,38.8839523769311,23050183,2023/04/01 20:13:21+00,EVENING,GUN,ROBBERY,800 - 899 BLOCK OF PENNSYLVANIA AVENUE SE,400487.26,135123.04,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8839445918,-76.9943840367,CAPITOL HILL,2023/04/01 17:47:00+00,2023/04/01 17:50:00+00,334547127,
-77.0319547632033,38.9152073341677,23050408,2023/04/02 08:28:44+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1820 - 1899 BLOCK OF 14TH STREET NW,397228.91,138593.06,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9151995441,-77.0319524688,,2023/04/02 01:36:00+00,2023/04/02 04:45:00+00,334547128,
-77.0121565307667,38.9166493421559,23050424,2023/04/02 03:00:26+00,EVENING,GUN,ROBBERY,1918 - 1999 BLOCK OF 1ST STREET NW,398945.94,138752.72,5,5E,3,306,Cluster 21,003301 2,003301,Precinct 135,38.9166415511,-77.0121542424,,2023/04/02 01:06:00+00,,334547129,
-76.9664364803707,38.8550350208731,23050860,2023/04/02 22:07:46+00,EVENING,OTHERS,THEFT/OTHER,2841 - 2999 BLOCK OF GAINESVILLE STREET SE,402913.461888657,131913.519863846,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.8550272402,-76.9664342102,,2023/04/02 21:58:00+00,2023/04/02 22:00:00+00,334547130,
-76.9390405328812,38.8775782170606,23051206,2023/04/03 14:44:15+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF CHAPLIN STREET SE,405289.718434862,134417.21065017,7,7E,6,605,Cluster 33,007707 1,007707,Precinct 106,38.8775704307,-76.9390382693,,2023/04/03 05:00:00+00,2023/04/03 06:50:00+00,334547131,
-76.9790557826101,38.8459258882714,23051623,2023/04/04 03:19:52+00,MIDNIGHT,GUN,ROBBERY,1700 - 1799 BLOCK OF SAVANNAH STREET SE,401818.35711964,130902.014966908,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8459181099,-76.9790535087,,2023/04/04 01:22:00+00,2023/04/04 03:20:00+00,334547132,
-77.0020347445102,38.9175565555285,23052267,2023/04/05 07:59:30+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1948 - 2099 BLOCK OF 3RD STREET NE,399823.74,138853.36,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9175487639,-77.0020324593,,2023/04/05 01:32:00+00,2023/04/05 01:35:00+00,334547133,
-77.0082634099667,38.8792941612244,23052458,2023/04/05 15:10:09+00,DAY,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2023/04/05 12:27:00+00,2023/04/05 13:42:00+00,334547134,
-76.9312638326391,38.8775920897114,23052466,2023/04/05 14:32:25+00,DAY,OTHERS,BURGLARY,5000 - 5069 BLOCK OF BENNING ROAD SE,405964.51,134419.23,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8775843035,-76.9312615719,,2023/04/05 12:48:00+00,2023/04/05 14:20:00+00,334547135,
-76.997235559621,38.8453052055785,23052733,2023/04/05 20:59:48+00,EVENING,OTHERS,ROBBERY,2919 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400240.18,130832.91,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,38.8452974283,-76.9972332803,,2023/04/05 19:46:00+00,,334547136,
-77.0044954846125,38.9288068000931,23052994,2023/04/06 04:25:47+00,MIDNIGHT,OTHERS,ROBBERY,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610.4,140102.24,5,5E,4,405,Cluster 21,002302 2,002302,Precinct 44,38.9287990063,-77.0044931979,,2023/04/06 02:58:00+00,2023/04/06 02:59:00+00,334547142,
-77.0121855112487,38.8641732021322,23053941,2023/04/08 00:21:56+00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2201 BLOCK OF 1ST STREET SW,398942.648988972,132927.459096787,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8641654216,-77.0121832262,CAPITOL RIVERFRONT,2023/04/03 23:00:00+00,2023/04/04 12:00:00+00,334547143,
-76.9462579410404,38.8919013053227,23054461,2023/04/09 00:21:21+00,EVENING,OTHERS,THEFT F/AUTO,4000 - 4099 BLOCK OF BLAINE STREET NE,404662.52,136006.79,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8918935168,-76.9462556747,,2023/04/06 02:00:00+00,2023/04/06 05:30:00+00,334547144,
-76.9969615789596,38.8319958096127,23055035,2023/04/09 19:34:56+00,EVENING,OTHERS,BURGLARY,500 - 799 BLOCK OF YUMA STREET SE,400264.013470198,129355.476757473,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,38.8319880346,-76.9969593009,,2023/04/08 00:00:00+00,2023/04/09 12:30:00+00,334547145,
-77.0041515132237,38.9257672270912,23055193,2023/04/10 00:24:01+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 299 BLOCK OF FRANKLIN STREET NE,399640.21,139764.82,5,5E,,,Cluster 21,009203 1,009203,Precinct 74,38.9257594339,-77.0041492268,,2023/04/09 22:42:00+00,2023/04/10 00:00:00+00,334547146,
-76.9915357765783,38.8802804760211,23055362,2023/04/10 11:26:49+00,DAY,OTHERS,THEFT/OTHER,600 - 799 BLOCK OF 11TH STREET SE,400734.620318635,134715.449978447,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,38.8802726913,-76.9915334967,CAPITOL HILL,2023/04/10 11:22:00+00,2023/04/10 11:24:00+00,334547147,
-76.9726481063116,38.8574994564628,23071749,2023/05/07 22:38:51+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF AINGER PLACE SE,402374.22,132186.91,8,8B,7,701,Cluster 36,007502 1,007502,Precinct 134,38.8574916758,-76.9726458339,,2023/05/06 21:00:00+00,2023/05/07 21:50:00+00,334547148,
-77.0189666038054,38.9736176370362,23071769,2023/05/08 00:02:54+00,EVENING,GUN,ROBBERY,400 - 499 BLOCK OF BUTTERNUT STREET NW,398356.66,145076.81,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9736098347,-77.0189643099,,2023/05/07 21:52:00+00,2023/05/07 22:10:00+00,334547149,
-76.970921557459,38.9210427824585,23071960,2023/05/08 08:35:26+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF 25TH PLACE NE,402521.83,139240.76,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9210349889,-76.9709192817,,2023/05/08 08:10:00+00,2023/05/08 08:40:00+00,334547150,
-77.000237945132,38.9075150666971,23072581,2023/05/09 18:00:50+00,DAY,OTHERS,THEFT F/AUTO,1236 - 1249 BLOCK OF 4TH STREET NE,399979.56,137738.67,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.907507277,-77.0002356611,,2023/05/09 03:30:00+00,2023/05/09 09:30:00+00,334547151,
-77.0276565185301,38.9655508258033,23073280,2023/05/10 17:50:15+00,DAY,OTHERS,MOTOR VEHICLE THEFT,6200 - 6299 BLOCK OF GEORGIA AVENUE NW,397603.37,144181.51,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 60,38.9655430254,-77.0276542224,,2023/05/10 14:56:00+00,2023/05/10 16:07:00+00,334547152,
-77.0151602115606,38.9453955858664,23073297,2023/05/10 17:49:39+00,DAY,OTHERS,BURGLARY,100 - 299 BLOCK OF ALLISON STREET NW,398685.98,141943.84,4,4D,4,407,Cluster 19,002202 1,002202,Precinct 57,38.9453877891,-77.0151579205,,2023/05/05 21:00:00+00,2023/05/07 19:30:00+00,334547153,
-76.9636001355104,38.8572860909681,23073395,2023/05/10 22:48:47+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3000 - 3099 BLOCK OF ERIE STREET SE,403159.552768885,132163.499128078,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,38.8572783103,-76.9635978663,,2023/05/10 18:22:00+00,2023/05/10 19:59:00+00,334547154,
-77.0335743533346,38.9215635185297,23073800,2023/05/11 12:47:46+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF CHAPIN STREET NW,397088.71,139298.7,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,38.9215557272,-77.033572058,,2023/05/01 16:00:00+00,2023/05/08 11:30:00+00,334547155,
-76.9632434919072,38.9250350904315,23074405,2023/05/12 12:28:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3100 - 3199 BLOCK OF APPLE ROAD NE,403187.48,139684.18,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9250272958,-76.9632412183,,2023/05/11 23:30:00+00,2023/05/12 11:30:00+00,334547156,
-76.9472084730917,38.9039766198048,23074537,2023/05/12 18:06:59+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,3500 - 3899 BLOCK OF JAY STREET NE,404579.282722203,137347.197628889,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,38.9039688291,-76.9472062055,,2023/05/12 15:44:00+00,2023/05/12 15:55:00+00,334547157,
-77.0194196805368,38.9025280503392,23074840,2023/05/13 01:04:48+00,EVENING,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF K STREET NW,398315.72,137185.25,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,38.9025202624,-77.0194173908,MOUNT VERNON TRIANGLE CID,2023/05/13 00:29:00+00,2023/05/13 00:31:00+00,334547158,
-77.0270362827026,38.8967474018518,23075068,2023/05/13 09:21:24+00,MIDNIGHT,OTHERS,ROBBERY,500 - 599 BLOCK OF 11TH STREET NW,397654.86,136543.72,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8967396153,-77.0270339909,DOWNTOWN,2023/05/13 07:18:00+00,2023/05/13 07:20:00+00,334547159,
-76.9589331090888,38.9279975719261,23075316,2023/05/13 22:16:22+00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3478 BLOCK OF SUMMIT COURT NE,403561.1,140013.2,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9279897766,-76.9589308366,,2023/05/11 19:00:00+00,2023/05/12 11:00:00+00,334547160,
-77.002552292195,38.9056537338239,23420111,2023/01/06 15:12:34+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056459446,-77.0025500075,NOMA,2023/01/04 01:30:00+00,2023/01/04 02:00:00+00,334547161,
-76.9341702908788,38.887516300705,23420305,2023/01/18 14:32:33+00,DAY,OTHERS,THEFT/OTHER,4600 - 4899 BLOCK OF B STREET SE,405711.519075253,135520.707195194,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8875085125,-76.9341680289,,2022/12/15 20:10:00+00,2023/01/13 20:12:00+00,334547162,
-77.0319533971768,38.9175628337259,23420488,2023/02/07 18:02:25+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 14TH STREET NW,397229.12,138854.54,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9175550432,-77.0319511026,,2023/01/23 15:05:00+00,2023/01/23 15:10:00+00,334547163,
-77.0430531728219,38.9196658692773,23420546,2023/02/07 18:42:34+00,DAY,OTHERS,THEFT/OTHER,1800 - 1881 BLOCK OF KALORAMA ROAD NW,396266.63,139088.39,1,1C,3,303,Cluster 1,004002 1,004002,Precinct 25,38.9196580787,-77.0430508747,,2023/01/22 01:02:00+00,2023/01/22 18:05:00+00,334547164,
-76.992651522608,38.8981285797087,23009175,2023/01/18 06:23:57+00,MIDNIGHT,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF 10TH STREET NE,400637.65,136696.72,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.8981207916,-76.9926492415,,2023/01/18 03:25:00+00,2023/01/18 05:01:00+00,334547323,
-77.0706842906477,38.9521035731655,23009558,2023/01/19 02:39:04+00,EVENING,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF DAVENPORT STREET NW,393873.25,142690.75,3,3F,2,203,Cluster 12,001200 1,001200,Precinct 33,38.9520957771,-77.0706819819,,2023/01/18 21:28:00+00,2023/01/18 22:48:00+00,334547324,
-77.0074941815019,38.9072460173484,23002813,2023/01/06 03:51:58+00,EVENING,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF N STREET NE,399350.19,137708.83,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.907238228,-77.0074918952,NOMA,2023/01/06 01:51:00+00,2023/01/06 03:40:00+00,334547398,
-76.9931424855264,38.9222243975062,23003240,2023/01/07 00:30:00+00,EVENING,OTHERS,SEX ABUSE,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,400594.86,139371.55,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 74,38.9222166046,-76.9931402028,,2023/01/01 07:00:00+00,2023/01/06 23:21:00+00,334547399,
-76.9920918668268,38.881274677398,23005693,2023/01/14 18:20:34+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF G STREET SE,400686.35999859,134825.809594549,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8812668926,-76.9920895869,,2023/01/11 16:25:00+00,2023/01/11 16:26:00+00,334547430,
-76.9726481063116,38.8574994564628,23005918,2023/01/11 22:43:18+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2300 - 2399 BLOCK OF AINGER PLACE SE,402374.22,132186.91,8,8B,7,701,Cluster 36,007502 1,007502,Precinct 134,38.8574916758,-76.9726458339,,2023/01/11 22:10:00+00,2023/01/11 22:40:00+00,334547431,
-77.0005737759929,38.8305283967138,23005992,2023/01/12 02:06:24+00,EVENING,KNIFE,ROBBERY,4000 - 4099 BLOCK OF 4TH STREET SE,399950.377885907,129192.579893321,8,8E,7,706,Cluster 39,009802 2,009802,Precinct 125,38.8305206225,-77.0005714967,,2023/01/11 23:55:00+00,,334547432,
-77.0058209709525,38.916287694627,23006313,2023/01/12 18:20:42+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 139 BLOCK OF TODD PLACE NE,399495.38,138712.52,5,5F,5,502,Cluster 21,008701 2,008701,Precinct 75,38.9162799034,-77.0058186846,,2023/01/12 17:28:00+00,2023/01/12 18:18:00+00,334547433,
-76.9767816621276,38.8704586890465,23006562,2023/01/13 03:36:09+00,EVENING,GUN,ROBBERY,1900 - 2099 BLOCK OF MINNESOTA AVENUE SE,402015.08,133625.38,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 133,38.8704509059,-76.9767793876,,2023/01/13 01:53:00+00,,334547434,
-77.0155709890025,38.9749531586375,23006589,2023/01/13 04:06:57+00,MIDNIGHT,OTHERS,BURGLARY,200 - 399 BLOCK OF CARROLL STREET NW,398650.93,145225.01,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9749453559,-77.015568696,,2022/12/18 16:00:00+00,2023/01/13 01:30:00+00,334547435,
-77.0242015955926,38.9632438582257,23006807,2023/01/13 21:08:38+00,EVENING,OTHERS,BURGLARY,6000 - 6099 BLOCK OF 8TH STREET NW,397902.72,143925.33,4,4B,4,402,Cluster 17,001901 2,001901,Precinct 58,38.9632360582,-77.0241993006,,2023/01/13 15:15:00+00,2023/01/13 16:44:00+00,334547436,
-76.9594784461592,38.8689264354375,23007566,2023/01/15 00:26:38+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689186523,-76.9594761766,,2023/01/15 00:01:00+00,2023/01/15 00:30:00+00,334547437,
-77.0213977537978,38.9155782754843,23007702,2023/01/15 07:36:20+00,MIDNIGHT,OTHERS,THEFT F/AUTO,620 - 699 BLOCK OF T STREET NW,398144.48,138633.97,1,1B,3,306,Cluster 3,004801 2,004801,Precinct 137,38.9155704849,-77.0213954626,,2023/01/15 06:46:00+00,,334547438,
-77.0319541177905,38.9186563548503,23007864,2023/01/15 18:45:26+00,DAY,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 14TH STREET NW,397229.1,138975.93,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9186485641,-77.0319518232,,2023/01/12 21:00:00+00,2023/01/15 05:05:00+00,334547439,
-76.9566026665821,38.9221643831554,23007956,2023/01/15 22:33:52+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3279 - 3499 BLOCK OF FORT LINCOLN DRIVE NE,403763.48,139365.76,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,38.9221565889,-76.9566003952,,2023/01/15 21:44:00+00,2023/01/15 21:50:00+00,334547440,
-76.9477763054987,38.9005040844699,23008254,2023/01/16 18:05:49+00,DAY,OTHERS,THEFT F/AUTO,723 - 800 BLOCK OF KENILWORTH TERRACE NE,404530.25,136961.69,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.9004962942,-76.9477740382,,2023/01/15 23:00:00+00,2023/01/16 14:10:00+00,334547441,
-77.0296229755588,38.9175640783649,23008350,2023/01/16 23:55:35+00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF 13TH STREET NW,397431.22,138854.61,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9175562877,-77.0296206817,,2023/01/15 03:00:00+00,2023/01/16 19:58:00+00,334547442,
-77.0270651732465,38.9297480936496,23008550,2023/01/17 05:36:14+00,MIDNIGHT,OTHERS,ROBBERY,1000 - 1099 BLOCK OF KENYON STREET NW,397653.44,140207.07,1,1A,3,302,Cluster 2,003100 1,003100,Precinct 38,38.9297403005,-77.0270628795,,2023/01/17 02:22:00+00,2023/01/17 04:32:00+00,334547443,
-77.0297064133704,38.9434715068325,23009523,2023/01/18 21:49:41+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4200 - 4499 BLOCK OF 13TH STREET NW,397424.92,141730.56,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,38.943463711,-77.0297041179,,2023/01/18 20:32:00+00,2023/01/18 21:00:00+00,334547444,
-77.0047162292288,38.8839275821169,23009568,2023/01/18 22:18:45+00,EVENING,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF NORTH CAROLINA AVENUE SE,399591.002013573,135120.283162822,6,6B,1,106,Cluster 26,006500 2,006500,Precinct 130,38.883919797,-77.004713945,,2023/01/18 22:01:00+00,2023/01/18 22:11:00+00,334547445,
-76.9472084730917,38.9039766198048,23009944,2023/01/19 18:05:44+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,3500 - 3899 BLOCK OF JAY STREET NE,404579.282722203,137347.197628889,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,38.9039688291,-76.9472062055,,2023/01/19 13:15:00+00,2023/01/19 17:00:00+00,334547446,
-77.0246367626532,38.9170041971694,23010367,2023/01/20 07:50:14+00,MIDNIGHT,OTHERS,THEFT F/AUTO,900 - 931 BLOCK OF U STREET NW,397863.62,138792.33,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 137,38.9169964065,-77.0246344704,,2023/01/20 06:45:00+00,2023/01/20 07:30:00+00,334547447,
-77.0364623347166,38.932137606105,23010547,2023/01/20 18:01:46+00,DAY,OTHERS,THEFT F/AUTO,3300 - 3341 BLOCK OF 16TH STREET NW,396838.74,140472.61,1,1D,3,302,Cluster 2,002703 2,002703,Precinct 40,38.9321298128,-77.0364600379,,2023/01/20 15:58:00+00,2023/01/20 16:00:00+00,334547448,
-76.9762231815115,38.9287359151697,23055777,2023/04/11 00:25:03+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3010 - 3099 BLOCK OF 20TH STREET NE,402061.86,140094.63,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 72,38.9287281203,-76.9762209036,,2023/04/10 22:44:00+00,2023/04/10 22:50:00+00,334547525,
-76.9639145204075,38.8555133712184,23056308,2023/04/11 22:47:32+00,EVENING,OTHERS,THEFT F/AUTO,2700 - 2899 BLOCK OF TERRACE ROAD SE,403132.34326486,131966.703703896,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,38.8555055907,-76.9639122512,,2023/04/09 18:00:00+00,2023/04/10 03:45:00+00,334547526,
-77.0209323418645,38.9158609512564,23056463,2023/04/12 05:09:00+00,MIDNIGHT,OTHERS,THEFT F/AUTO,608 - 632 BLOCK OF FLORIDA AVENUE NW,398184.85,138665.34,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9158531606,-77.0209300508,,2023/04/08 23:20:00+00,2023/04/09 01:35:00+00,334547527,
-76.9632220970922,38.9258225909573,23056467,2023/04/12 05:59:24+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3100 - 3163 BLOCK OF BERRY ROAD NE,403189.3,139771.6,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9258147962,-76.9632198234,,2023/04/12 03:21:00+00,,334547528,
-77.010489592884,38.9673735623789,23056534,2023/04/13 10:51:36+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1 - 199 BLOCK OF TUCKERMAN STREET NW,399091.15,144383.54,4,4B,4,406,Cluster 19,001702 2,001702,Precinct 64,38.967365761,-77.010487302,,2023/04/12 10:58:00+00,2023/04/12 11:29:00+00,334547529,
-77.006688745277,38.9441750343712,23056563,2023/04/12 13:32:23+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4400 - 4499 BLOCK OF 1ST PLACE NE,399420.35,141808.26,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,38.9441672375,-77.006686457,,2023/04/11 19:30:00+00,2023/04/12 11:30:00+00,334547530,
-77.0856000783723,38.9533263857686,23056717,2023/04/12 17:17:50+00,DAY,OTHERS,THEFT F/AUTO,4322 - 4399 BLOCK OF ELLICOTT STREET NW,392580.47,142827.6,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.95331859,-77.0855977649,,2023/04/12 15:00:00+00,2023/04/12 15:30:00+00,334547531,
-77.0076776674868,38.8285043942003,23058211,2023/04/15 01:53:13+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4200 - 4299 BLOCK OF SOUTH CAPITOL STREET,399333.54,128967.93,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,38.8284966207,-77.0076753859,,2023/04/14 22:56:00+00,2023/04/14 23:31:00+00,334547532,
-77.0365088789087,38.9144701989776,23052266,2023/04/05 02:30:25+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1828 BLOCK OF 16TH STREET NW,396833.92,138511.38,2,2B,3,301,Cluster 6,004300 1,004300,Precinct 141,38.9144624092,-77.0365065831,,2023/04/05 02:18:00+00,2023/04/05 02:20:00+00,334547533,
-77.0296981334928,38.9535005163658,23052699,2023/04/05 21:20:55+00,EVENING,OTHERS,THEFT F/AUTO,5200 - 5299 BLOCK OF 13TH STREET NW,397426,142843.87,4,4E,4,403,Cluster 18,002002 3,002002,Precinct 54,38.9534927185,-77.0296958374,,2023/04/04 11:30:00+00,2023/04/04 19:00:00+00,334547534,
-77.0315654495216,38.9508090757903,23053293,2023/04/06 18:28:16+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF FARRAGUT STREET NW,397264.04,142545.15,4,4E,4,404,Cluster 18,002002 3,002002,Precinct 54,38.9508012785,-77.031563153,,2023/04/05 19:15:00+00,2023/04/05 19:48:00+00,334547535,
-77.0675116722755,38.9253790890283,23053473,2023/04/06 22:43:33+00,EVENING,OTHERS,THEFT F/AUTO,2700 - 2799 BLOCK OF 34TH PLACE NW,394146.06,139723.89,3,3C,2,204,Cluster 15,000400 1,000400,Precinct 12,38.9253712982,-77.0675093662,,2023/04/04 19:30:00+00,2023/04/05 13:30:00+00,334547536,
-77.004190298014,38.9087265243303,23054347,2023/04/08 08:48:36+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,100 - 149 BLOCK OF FLORIDA AVENUE NE,399636.76,137873.16,5,5F,5,501,Cluster 23,008702 3,008702,Precinct 75,38.9087187345,-77.0041880126,NOMA,2023/04/08 07:03:00+00,2023/04/08 07:30:00+00,334547542,
-77.0090049285189,38.8213204856223,23054653,2023/04/08 22:23:41+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF IVANHOE STREET SW,399218.214237228,128170.479348373,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8213127141,-77.0090026465,,2023/04/08 21:35:00+00,2023/04/08 22:00:00+00,334547543,
